tweets;1.kisi;2.kisi;3.kisi;total
ben akpmhpiyiparti chp seçmenleri içinde zamana kadar kandýrýlmýþ vatan sevdalýsý kardeþlerim olduðunu biliyorum türklüðe vurulan prangalarýn kýrýlmasý çatýsý altýnda toplanmaya davet ediyorum;0;0;0;0
memleketimin kürt anneleri zaza anneleri misafirperverken bizim öðretmen baþýmýza tac yaptýklarýmýzýn halleri ben kürt yada zaza olduðuma utanmýyorum kürtlerin içine çýkacaksýnýz merak ediyorumdin dil renk ýrkýnýzla bir olmaz sizden;0;0;0;0
þahýslarýn çocuklara öðretecek neleri olabilir derhal ihraç edilmeleri gerekir;0;0;0;0
irk ayýrmýyorum ben türküm budur benim baþtaki ülküm;0;0;0;0
nilgün haným ona gelene kadar parklar bahçeler havuzlar otobüs dolmuþlar hastaneler pastaneler vs vs neler var yazýkki;1;1;1;1
kuþlar uçmasýný balýklar yüzmesini öðrendik ancak arada basit bir sanatý unuttuk kardeþ olarak yaþamayý;0;0;0;0
bayramda ortaya çýkan manzara ýrkçý suçlananlarýn yýllardýr anlatmaya çalýþtýðý gerçeði herkese gösterdi bayram birleþtiricidir iyi bayramlar;0;0;0;0
gün ýrkçý olduðuma kesin kanaat getirdim;0;0;0;0
akp bakanlarýn aymazlýklarý vatan hainliði tek hedef göçmen seçmen mi yaratmak ülkeyi satýp savdýlar bi çapulcularý doldurdular amaç seçimleri kazanýp cumhuriyeti tarihe gömmek;0;0;0;0
komþumuzdu suriye þimdi gemideki vatandaþ;0;0;0;0
ancak istila iþgal altýndaki bir millet milliyetçilik yaptýðý suçlanabilir alparslan türkeþ;0;0;0;0
malum olan partiyi baþýmýza getirenler eserinizle gurur duyun kendi çocuðun aç geleceði gasp edilmiþ elin arabý suriyelisi afganý gün biraz güçlenerek doðuyor utanmasanýz parti kursunlar baðýmsýz olsunlar diyeceksiniz;0;0;0;0
türkiye mülteciler acilen;0;0;0;0
ülkemizin milletimizin menfaatine davranmak ýrkçýlýksa evet ýrkçýyýz olacak;0;0;0;0
konu deðil konu türkiye cumhuriyeti devletinin göçmenler sýðýnmacýlar tarafýndan uðradýðý istiladýr;0;0;0;0
sahi zaman olacaktýnýz;0;0;0;0
hudut namustur vatanseverlik deðildir namusunu korumaktýr;0;0;0;0
bir devletin politikasý kendi vatandaþýnýn refahý huzuru güven içinde yaþamasýdýr ben þimdi birey olarak mülteci istilasýna karþý tavýr gösterdiðim zaman ýrkçý olmam benim kendime vatandaþýma gösterdiðim saygýnýn bir tezahürüdür;1;1;1;1
mesele mülteci meselesi deðil hâlâ anlaþýlamadý kimsenin siyasi tezgahýnda malzeme olmamalý;0;0;0;0
istanbulda gerek kalabalýktan gerek gruplar halinde dolaþan yabancý uyruklu insanlardan sokaða yalnýz çýkmaya korkar olduk taksim fatih esenyurt baþka bir ülke kendi ülkemizde misafir gibiyiz;0;0;0;0
bence ümit özdað sinan ogan sýnýr güvenliðini ihmal eden içiþleri savunma bakanlýðý hakkýnda suç duyurusunda bulunsun;0;0;0;0
türkiyeninabdnin suriyeye afganistana müdahalesini alkýþlayanlar müdahalelerin sonucu olan mültecilerden tiksinti duyanlar ayný faþist güruh kendi ülkenin baðýmsýzlýðýný savunmak baþka ülkelerin baðýmsýzlýðýný savunmakla baþlar;0;0;0;0
ümit özdaðýn dediði asýl türk milletine yapýlýyor;1;1;1;1
bizim kültürümüzde geleneðimizde geçmiþimizde ýrkçýlýk asla olmamýþtýr insanlar rahatsýz oluyor oluyoruz yaþam tarzlarýndan uyumsuzluklarýndan sürekli olay çýkarmalarýndan adapte olmak istemeyiþlerinden bunun ilgisi var;1;1;1;1
sadece suriyeli sorunu deðil pakistanlý afrikalý özbek azeri türkmen iranlý göçmen sorunu geldikleri gidecekler;1;1;1;1
80 milyon ülkeye 10 milyon sýðýnmacý gelmesi tarihte bir ilktir ey türk gençliði birinci vazifen türk istiklâlini türk cumhuriyetini ilelebet muhafaza müdafaa etmektir mustafa kemal atatürk;0;0;0;0
konunun la hiçbir ilgisi yok kardeþim burasý türkiye cumhuriyeti gelen mülteci sayýsý 8 milyon diyorlar 8 milyon dünyada çoðu ülkeden fazla nüfus adým attýðým yerde psikopat terbiyesiz vb kiþiler suriyeliafganiheryerden geliyorlar;0;1;1;1
çölünüze dönün vahabi köpekleri;0;0;0;0
dün istanbula geldim kontrolsüzce mülteci var sorun çözülür bilmiyorum yapýlabilir düþünmeden edemez hale geldimbunun iþinde sessiz kalkmayacaðým vatan sahipsiz deðildir konu deðil;0;1;1;1
emniyet türk polis teþkilatý nagihan suriyeli;0;0;0;0
almanya belçika rusya ingiltere hollanda danimarka isviçre isveç abd ab hatta arabistan katar bae türk cumhuriyetleri baþka ülkelerin vatandaþlarýný mültecileri istemediklerini zaman ýrkçý deðiller tek türkiye istemediðinde irkçý ôyle mi;0;0;0;0
öz vatanýmý muhafaza müdafaa etmek ýrkçýlýk ben ýrkçýyým;0;1;1;1
sarý saçlý mavi gözlü devin türk gençliðine selamýdýratatürk türkçülüðü damarlarýndaki asil kanda mevcuttur;0;0;0;0
deðil milli güvenlik meselesi oldu hükümet aklýný baþýna alsýn sayýn gerekeni yapar inþallah artýk;0;0;0;0
istemiyorum kardeþim ben ülkemde sapik tecavüzcüterorist multeci istemiyorum hatta birini istemiyorum buna dur diyen herkesin yanýndayým;0;0;0;0
ben parkta bahçede 5li 10lu gezen sýðýnmacý erkeklerden tedirgin olursam yapmalýyým kendimi koruyabilirim bir köþede sýkýþtýrsalar kendi topraklarýmda kendimi güvende hissedebilirim bunlarýn hiçbirini yapamam geçmiþ olsun;0;0;0;0
20 yi doldurmadan 5 6 çocuk yapýyorlar sýnýr getirilmeli biçim çoðalma geri gönderme iþlemleri baþlatýlsýn korkuncu çocuklarýmýzý koruyacaðýz;1;1;1;1
benim evim 21 benim evimde 3 kiþi yaþar 5 kiþi yaþar 15 kiþi yaþayamaz 15 kiþi yaþayamaz demek deðildir bunu benden sade anlatan;0;1;1;1
türkiye türklerin kürtlerindir suriyeli afgan istemiyoruz bizim verdiðimiz vergiyi onlara harcayamazsýnýz tutum irkçilik degil bizatihi vatan savunmasýdýr;0;0;0;0
tipleri istemiyorum ülkemde bunun adý sa ýrkçýyým kardeþim seviyorsanýz koynunuzda besleyin ben istemiyorum katil sapýk tipleri;0;1;1;1
korkutan rapor ekmek makarna ete zam yaðacak;0;1;1;1
erzurum karayazýda kürtçe tabelaya yapýlan hareket þimdi öðretmenlerin saðlýklý bir þekilde eðitim vermesini beklersinizýrkçýlýk kanýnýza iþlemiþ allah belanýzý versin inþallah aðýr ceza almasýný talep ediyoruz biji kürdistan;0;0;0;0
ülkede atanmayan binlerce öðretmen var seçim yaklaþtýðýnda birileri bunu seçim malzemesi olarak kullanmasý meslek hakarettir bir vicdana sýðmaz öðretmenlerimize sahip çýkalým not ýrkçýlýk yapana deðil okuyan öðretmen deðil;0;0;0;0
adamlar koloni halinde gezip milletin karýsýnýn kýzýnýn içine düþecek benim akp li kardeþim ýrkçýlýk diyecek hadi lan ordan dangalak ülkeyi savaþla kazanýp savaþsýz teslim ettik eserinle gurur duy;1;1;0;1
türkiye türktür türk kalacaktýr;0;0;0;0
konunun olmadýðýný vatan sýnýr müdafasý olduðunu hepiniz biliyorsunuz ipinizi tutanlar yüzünden sesinizi çýkaranayacak kadar alçaksýnýz ulan laf edemiyorsanýz korkudan susun bari vatan hainleri;0;0;0;0
3o kadar inandýðý dinin peygamberine bile ihanet eden bir millet510 milyon olmalarýný býrakýn 100 milyon bile olsalar bir avuç þerefli türk karþýsýnda yok hükmündedirlertürk milleti zaman olduðu kendine gelecektir korkmayýn;0;0;0;0
2bu devletlerin yücesi ilelebet payidar kalacak olan atatürkün türkiye cumhuriyetidir arap milleti zaman hain vatan kavramýndan uzak bir millettir;0;0;0;0
1sessiz istila filmini izledim güzel anlamlý olmuþ emeði geçenleri kutlarým ancak unutulan bir konu var türk milleti ergenekondan çýkmýþ yýkýlan devletin yerine yenisini güçlüsünü kurmuþ bir millettir;0;0;0;0
sonradan gelip ülkenin topraðýna kadýnýna sýnýrýna çocuðuna deðerlerine saygý göstermeyen kimseyi istemiyorum bunun adý sa kabul ediyorum kadar rahat utanmaz erkek sürüsünü ülkemde istemiyorum;0;0;0;0
orta doðu ülkeleri halklarýnýn bir þekilde bir araya getirildiði yerin ülkemiz olmasi tesadüf deðildir demek deðildir ülkemde mülteci sýðýnmacý neyse istemiyorum arap;0;0;0;0
kontrolsüz mülteci akýmýna karþý gelmek ýrkçýlýk deðildir unutulmamalýdýr fazla merhamet vatana ihanettir türkiye cumhuriyeti içinde barýndýrdýðý ýrklarla güzeldir bir bütündür mültecilerle deðil;0;0;0;0
güzel ülkemiz yol geçen haný deðildir kontrolsüz göçe karþý çýkmaksa asla irkçilik deðildir;1;1;1;1
kendi ülkesinden kaçan soysuzlar bizim ülkemizde göbek atýyolar kansýzsýnýz;1;1;1;1
benim türk kardeþim açken ülkesini savunmayýp kaçan ülkemize çöken asalaklarý istemiyoruz ýrkçýlýk deðil milliyetçiliktir;0;0;0;0
haddini bilmeyen babam olsa ülkeden kovarým sýðýnmacý korkak savaþta karýsýný kýzýný býrakan namertler akýllý olun millet asla irkçilik yapmadý haddini bilmeyene zaman haddini bildirdi;0;0;0;0
saygýsýzcanereden geldiðini unutup sýðýndýðý ülkenin insanlarýna aðalýk yapýp posta koyan oc larý mazlum deðildir kardeþim evet ben yapýyorum;0;0;0;0
oy uðruna vataný sattýlar irçý olduk vatan haini çapulcular olduk vay aq varsýn ýrkçi desinler aq piclerine karþý gelecegimizi savunmak vataný savunmak ýrçýlýk irkçýyým zoruna gidenin aq;0;0;0;0
insanda yok edep neylesin medrese mektepokusa alim olsa yine merkep yine merkep necip fazýl k;0;0;0;0
türkiye türklerindir;0;0;0;0
ülkeye kontrolsüz alýnmasýný eleþtirmek deðildir eleþtirmemek deðildir aðam der korkup sesini çýkaramayanlar baþýmýza geldiðinde ayný gemideyiz edebiyatý yapýyorlar sonra;0;0;0;0
amaçlanan iç savaþ istila adlý manipülasyon içeren video öðretmenlerin seçilerek kurtce tabelaya yaptýðý hareket ayný anda piyasaya sürülüyor amaç iç savaþ çýkarmak;0;0;0;0
asýl türklere yapýlmýyor heryeri iþgal etiler yeter artýk;0;0;0;0
asýl ýrkçýlýk türklere yapýlýyor;0;1;1;1
irkçlýðýnýzýn anasýný s ülke elde gidiyor þerefsiz namussuzlar ýrkclýðý allahýn belalarý;0;0;0;0
müslüman müslüman ýn kardeþidir kurân kiþi kendisi istediðini müslüman kardeþi istemedikçe gerçekten iman etmiþ olmaz iman etmedikçe gerçekten iman etmedikçe cennet yüzü göremez hadis kardeþlerimi dýþardan gelenler kovamaz;0;0;0;0
troller iþ baþýnda anlaþýlan partizanlýk uðruna trollük yapmanýn sýrasý deðil sýnýr namustur kontrolsüz biçimde sýnýrlardan mülteci istilasý var deðildir ancak boyle giderse insanlarý ýrkçý yapacaklar olan yine millete olacak;0;0;0;0
ilim geride illa edep illa edep;0;0;0;0
ülkemde sonradan tc vatandaþlýðý alan bugün suriyeli diðer sýrf müslüman kardeþlerimi istemeyen ahan piçleri istemiyorum bir bitmediniz sebatayý masonu dincisi ývýrý zývýrý meraklýysanýz kapý orada geldiðiniz yere gidin;1;1;1;1
ülkenin araplaþmasina istilasina abdciaisrail yamaði bop baþkanina yardim ederek sebep olmuþsunuz insanlari bari sahte türklüðünüze alet etmeyin yuh size türkiye türklerindir hikmet ümit özdað istanbul;1;1;1;1
kendi ülkemde namusumdan endiþe duymadan çoluk çocuk özgürce parklarýmda gezmeyi istemek ýrkçýlýk ýrkçý 1 beni yazýn;0;0;0;0
kendilerini eðitmek hiçbir zahmete giriþmeyen sözde eðitimciler tu bi xer hati;0;0;0;0
guten morgen good morning beyani baþ günaydýn deðiþik dillerde günaydýn demek kadar güzel;0;0;0;0
yalnýz gezmiyorlar fýrsatta dans edip varlýklarýný belli ediyorlar fýrsatta bayraklarýný açýp insanlarý tahrik ediyorlar kadýnlarý kýzlarý videoya çekip sosyal medyada paylaþýyorlar fýrsatta türkleri türk deðerlerini aþaðýlýyorlar yapan benim;1;1;1;1
ayný anketi sarý saçlý mavi gözlüler içinde bekleriz ruslar ingilizler akdeniz ege sahillerini istila ettiadamlarýn köyleri muhtarlarý hatta folklor ekipleri var;1;1;1;1
evet ben bir irkçiyim;0;0;0;0
ýrkçý deðiliz vatanýný korumaya çalýþan vatanýn gerçek sahipleriyiz;0;0;0;0
bayrama memleketine giderler bayramdan sonra bahanelerle ülkemize akýn ederler tepki görüncede irkçý derler i r k ç i l i k;0;0;0;0
ülkemizin izlediði mülteci sýðýnmacý politikasý doðru taliban mansur arap;0;1;1;1
ýrkçýlýksa ülkemi savunmak ýrkçýyým halde türkiye bizim dir benim afganlý pakistanlý suriyeli kardeþim yok olamaz nokta;0;0;0;0
söz bugün geçerli kontrolsüz göçmen istilasýný savunup göçe karþý çýkanlarý ýrkçý yaftalayanlar ileride çýkabilecek iç karýþýklýktan bir çýkarý olanlardýr sadece;1;1;0;1
ýrkýcilik yapiyorum ulkemde multeci afgan suriyeli istemiyorum ulkemi paylasmak istemiyorum hastanede sirami vermek istemiyorum ulkemde oldugu belli olmayan arap istemiyorum;1;1;0;1
ülkemden defolmayacaksanýz yakýnda defedileceksiniz kaldý sabýr kalmadý çöl bedevileri duruma ses çýkaran deðil göz yuman vatan hainidir türküz bir milletle karýþtýrmayacaksýnýz bizi;0;0;0;0
mey gider saki kalýr renk solar haki kalýrdiploma insanýn cehlini alsa hamurunda varsa irkçilkbaki kalýr kürtlere kürtçeye tahammül etmeyi seve seve öðreneceksiniz size öðreteceðiz;1;1;1;1
ülkemin huzurunu bozanlarý sevmiyorsam ben ýrkçýyým;0;0;0;0
misafirlik bitti milletin karýsýný kýzýný videoya alýp aklý bacak arasýnda gezen vatanýný savunmayan namussuzlarý ülkemden siktir ederse oyum onadir sabrimizi sinamayin;1;1;1;1
kontrolsüz mülteci akýmýna karþý gelmek deðildir kendi ýrkýný öteki ýrklardan üstün sayma siyasal tutumunu buna dayandýrma eðilimine denir sapla samaný karýþtýrmaktan kafanýzýn içi sulandý;0;0;0;0
foncu orospu çocuklarý tt yapmýþ size fon saðlayanlarýn sizin 7 sülalenizi s2m mültecilere hayýr demek ýrkçýlýk deðil vatanseverliktir sizde arar vatanseverlik kansýz orospu çocuklarý;0;0;0;0
tayyip soylunun 200000 kiþilik maaþi milletin cebinden ödenen trol ordularini millete karþi kullanmasi hesabi sorulacak bir ihanetin ta kendisidir türkiye türklerindir villareal hikmet ümit özdað istanbul;0;0;0;0
yapana hak ettiði dilden konuþmak boynumuzun borcu benim anladiðim 3 ü bacaklarini 1 i aðzini sonuna kadar açmiþ kürt erkeklerine ruhuna fahiþelik iþlenenin yüzüne kahpeliði vurulur;0;0;0;0
evet suriyeli afganlý pakistanlý bir can dostumuz kardeþimiz tabiki olabilir istila baþka bambaþka bir çine gittiðimiz zaman çin kültürünü fransaya gittiðimiz zaman fransýz kültürünü görmek isteriz;1;1;1;1
irkçilýða çaðýran bizden deðildir irkçilik davasý uðruna savaþan bizden deðildir irkçilik davasý uðruna ölen bizden deðildir hz muhammed saa ebu davud edeb 111112;0;0;0;0
imamoðlu mansur türkçülük adý altýndaki faþizm kürtçülük adý altýndaki faþizm ikisi islam kardeþliðine atýlan dinamit ikisi masonlarýn tuzaðý kaos planý ümit özdað selahattin demirtaþ rota ayný milliyetçiyiz kavmiyetçi deðiliz;1;1;1;1
a haberle kiçimi bile silmem size afiyet olsun türkiye türklerindir villareal hikmet ümit özdað istanbul;0;0;0;0
karþý deðil zihniyeti bozuk hastalýklý beyinlerin toplumu germesi ülkenin demografik yapýsýnýnþehirlerin dokusunun bozulmasýna karþýyýz yokvatanseveriz araplara karþý düþmanlýknefret beslemiyoruz;0;0;0;0
madem 3 polisimizi suriyeli kurtarmiþ halde 5 milyonunu bakmamiz þart oldu ulan yuh be böyle yaptikça acimasiz olmak geliyor içimden türkiye türklerindir villareal hikmet ümit özdað istanbul;0;0;0;0
bunlar somaliye gitsin orada fakir halk buraya gelsin baþýmla beraber vatanýna sahip çýkmak zamandan beri oluyor;0;0;0;0
bunlar reislerinden aþaði telaþa düþtü sapitti kadar geri zekalilar sonunu dahi göremediler batirdilar yalana baþvuruyorlar türkiye türklerindir villareal hikmet ümit özdað istanbul;1;1;1;1
kontrolsüz mülteci akýmýna karþý gelmek ýrkçýlýk deðildir ümit özdað yalnýz deðildir türk milleti yalnýz deðildir ümit özdað;1;1;1;1
insanlarýn toplumsal özelliklerini ýrksal özelliklerine indirgeyen bir ýrkýn öteki ýrklara üstün olduðunu öne sürülmesidir baþka ülkelerden maðdur getirilip saða sola saldýran adalarda keyif çatan taciz tecavüz suçu iþleyenleri istememek ýrkçýlýk deðildir;1;1;1;1
hande karacasu gece yarýsý serbest býrakýldý;1;1;1;1
amaclari milleti kiskirtarak ulkede cikarmak;1;1;1;1
kardeþim deðildir benle alakasizdir kimse beni suçlayamaz;1;1;1;1
toplumun huzurunu bozma icinde birbirine saygi duyark yasamalarina ket vurmaulkede cikarma kucucuk cocuklr farkli milletten olduklari icin zihniyettekiler yuzundn evlerindn cikmaya 0korkar olmu;0;0;0;0
býyýklý göbekli abi nerden öðrendiniz hikayeleri size anlattý masallarý hemen kandýnýz olum has türk diyebileceðimiz insanlarýn sizinle yakýndan uzaktan bir alakasý yok böyle olduðunuz yaþadýnýz;0;0;0;0
yav arkadaþ kaç tane orta asyalý safi türk olduðunu bildiðim insanla tanýþtým konuþtum çalýþtým hiçbiri türkçülük turancýlýk at üstünde dünyayý fethetme vsden haberleri yok sen anadoluda hangi ýrka mensup olduðun belli olmayan esmer tenli kara;0;0;0;0
hareketle kadar zavallý olduðunu kanýtlamýþ olmuþ diyeceðimi bilemedim aqlê sivik barê girane zihniyettekiler çocuklarýmýzý eðitmesin;0;0;0;0
insan olmayi deneyin;0;0;0;0
türkiye türklerindir villareal hikmet ümit özdað istanbul;0;0;0;0
türke evini kiralamayýp mültecilere x4 fiyatýna evini kiraya veren türk dururken sigortasýz iþçi çalýþtýrýrsan anasýný siktiðimin evlatlarýna sesleniyorum ev vermeseydiniþ vermeseydin çoktan siktir olup giderlerdi kendi vatanýmýzda 30 sene sonra mülteci olucaz;1;1;1;1
ben kürtlere türkçe deðil yapýyorum;1;1;1;1
atanayým neresi olursa olsun deyip doðuya gidince oranýn halkýný küçük gören eðitimciler var ayný zamanda onlarýn dilini öðrenmek çabalayanlar varbu ülkede büyük arapa afgana yapýlýyor büyük ýrkçýlýk kürtlere yapýlýyor;0;0;0;0
ümit özdað sizce kaosçu islam düþmaný faþist çoðu dýþ baðlantýlý mason aþýðý troller sahaya sürüldü;1;1;1;1
ükesine göçün kontrollü olmasýný istemek deðildir bazýlarý konuyu hemen buraya çekiyor ensar olmak iyi þekilde olmasý gerekmiyor planlý yönetilebilir olmalý aksi halde göç istilaya döner þekilde devam etmesi türk kültürünün ezilmesiyle sonuçlanýr;0;0;0;0
devletin kendi vatandaþýna yaptýðýný görüyoruz son 10 yýldýr;0;0;0;0
